candidate_id,name,dob,phone,district,course,batch_id,attendance_pct,assessment_score
5e92d4c2-dffc-4fc3-b095-73ca3c2a4ccd,Kai Sant,1994-09-27,6206917560,Chandrapur,Data Entry Operator,BATCH_3035,96.47,48.69
28730b19-5745-4e6a-8e42-e3e4a2b91113,Harish Sawhney,1985-04-26,9198476695,Jalgaon,General Duty Assistant,BATCH_6727,96.52,62.82
56f59b48-2681-4c08-a196-a9555cd372a9,William Lanka,1991-09-28,8695295870,Satara,Electrician,BATCH_7888,83.25,60.85
26a0453c-14a2-4e96-9704-dd9ca07c9273,Harshil Oza,2008-03-01,7910048118,Buldhana,General Duty Assistant,BATCH_4948,92.47,56.54
3291f6d5-802d-44d8-a520-616fb91b9ebe,Barkha Misra,2004-02-09,9538912794,Nanded,Data Entry Operator,BATCH_6482,53.3,45.2
980a7d3d-b214-4e89-92b9-5e1a431c9823,Keya Ranganathan,2007-01-08,7901834280,Ratnagiri,Field Technician,BATCH_2612,88.02,78.71
24155be3-4b2b-4364-b21e-b99d567dcecb,Widisha Bajaj,1983-03-07,8815197502,Kolhapur,Retail Sales Associate,BATCH_1207,85.4,78.58
6d49e9f7-1dc2-4381-93ea-9e1499fa43c1,Zarna Ram,2006-03-28,9690263993,Akola,Retail Sales Associate,BATCH_2871,63.39,69.87
58ae755c-b0cc-4965-afb3-e9a77acd6cad,Udarsh Chokshi,1990-06-18,9523625992,Latur,Python Developer,BATCH_5758,52.1,92.54
c9385563-9e26-48ba-b033-70582d68e6d9,Balhaar Sha,1983-02-15,9288650860,Satara,Field Technician,BATCH_9725,85.18,67.51
4f84d067-2875-4b48-aea1-9d0286acfacb,Kavya Dua,1999-11-22,9258672959,Ahmednagar,Data Entry Operator,BATCH_2800,59.54,64.26
843b5361-5d7a-4c36-9fc4-6b2b9508f9b9,Thomas Sura,1986-10-21,8570423569,Amravati,Retail Sales Associate,BATCH_1472,98.66,73.49
edbeca32-1126-4bd4-b1a7-6291e934340d,Darika Bath,1986-11-01,7288436227,Nagpur,Field Technician,BATCH_9442,66.4,62.05
3eaf7abf-1965-4e2d-9693-dfa15d2003ad,Divya Kala,1999-01-05,8219778234,Jalna,Field Technician,BATCH_3591,72.69,92.46
73a605b8-4fec-4277-89ec-264b304b8908,Jeet Radhakrishnan,1982-11-12,9782560971,Parbhani,Python Developer,BATCH_7065,67.76,76.86
827d706d-c522-4d39-b748-de55b714dff8,Yashasvi Suresh,1987-09-10,7898493949,Gadchiroli,General Duty Assistant,BATCH_5246,87.59,86.19
e2726973-8280-49c9-a857-f79807c1bfa8,Januja Sankar,1982-08-14,9711871397,Hingoli,Customer Care Executive,BATCH_1470,74.72,57.88
c65f8173-88a1-4d0f-9f32-addc2f131d74,Janaki Trivedi,1986-12-09,8652348887,Sindhudurg,Python Developer,BATCH_7743,95.94,94.59
6efb83e8-292f-485c-a223-e8775d4497b3,Garima Choudhary,2008-02-05,9852528635,Parbhani,General Duty Assistant,BATCH_2391,79.04,67.8
ee331e36-c854-4a22-8fce-88a001c40c34,Girish Goyal,2008-02-23,6179672074,Nanded,Python Developer,BATCH_7151,58.05,44.13
306875d8-2fb6-4f71-92a8-08bee007ab59,Lakshmi Prabhu,1983-09-11,6381080560,Nandurbar,General Duty Assistant,BATCH_4515,99.82,55.71
934c13f4-b676-449d-ac67-ea5dbdacff03,Gauri Bumb,1996-12-22,9600632621,Buldhana,Customer Care Executive,BATCH_6053,63.08,68.2
00b0d6cf-6357-4d65-8e2a-553d3b5896e9,Unnati Varughese,1990-04-22,8687670209,Satara,General Duty Assistant,BATCH_6631,94.71,81.92
6d13617a-d390-4b94-9fd9-f5079a88a86e,Adweta Lad,2000-05-16,8682014641,Thane,General Duty Assistant,BATCH_9951,60.93,63.38
4c0d0c77-3d06-4413-b58b-4e706f8bcd65,Aarini Grewal,1981-01-20,6514396801,Gondia,Field Technician,BATCH_3725,94.23,67.12
6d2cb5e2-6403-4842-93d2-2a4860162501,Geetika Raghavan,1988-06-13,9259553112,Gondia,Logistics Associate,BATCH_8935,67.26,70.36
fcb9838b-2d6e-403e-9d48-1775dba8ae18,Anvi Anand,1996-07-03,9139711044,Jalna,Electrician,BATCH_1717,89.56,88.72
51e01810-4c47-4518-8e4d-f5c47c44b800,Dominic Date,1988-05-11,6148644109,Thane,Python Developer,BATCH_6456,90.2,68.56
9bbccd94-9716-416e-856a-f17df336ab70,Chakrika,1993-02-22,7398870482,Raigad,Retail Sales Associate,BATCH_9796,59.35,57.93
8c544e3f-9bd7-4f7a-a65a-49b655ab6404,Devansh Soni,1994-03-18,9358480413,Dhule,Customer Care Executive,BATCH_1797,52.53,67.22
c7ae85d0-fe26-488c-b762-c66e6f5fe7d7,Ojasvi Gill,1986-04-13,8578798403,Bhandara,Python Developer,BATCH_8272,67.58,42.33
60721805-54d5-4f7e-b7b6-6c0134e3d88c,Edhitha Savant,1997-10-24,9176428684,Jalgaon,Plumber,BATCH_4241,71.26,69.95
021dd60c-35b8-40c8-bad3-ea375a338524,Jalsa Pillay,1993-09-30,9625552311,Sangli,Plumber,BATCH_7786,68.76,44.15
c837e812-f27d-4ced-afa1-2aa6005a1e83,Gavin Singhal,1990-05-27,8561616250,Pune,Plumber,BATCH_8972,76.35,56.96
ff1bc9ce-4b69-4be0-863a-1ac27cba26ee,Harinakshi Setty,1991-10-28,8955508961,Mumbai Suburban,General Duty Assistant,BATCH_5350,98.35,83.06
f16be1a7-c73b-4312-83f8-6e7b8208ab19,Patrick Vasa,1993-08-31,6268638768,Ahmednagar,Python Developer,BATCH_2229,57.83,62.47
d3c19461-f996-4b1e-8d6a-d3fc513dbd37,Warinder Bhatia,1999-05-11,9264915937,Palghar,Customer Care Executive,BATCH_1062,71.38,56.2
55b9d3af-15d3-4eb7-9488-19817046e06e,Raksha Buch,1997-05-28,8476908532,Mumbai City,Python Developer,BATCH_3347,78.32,62.04
e7b1722a-1a27-4f23-8ecf-87e0881e6c7c,Thomas Amble,1982-08-25,7533550699,Pune,Electrician,BATCH_1651,80.97,63.06
b7b41688-2d58-4ee8-83fb-9edb3eaa16cf,Rehaan Kalita,2001-05-04,9730651895,Sangli,Field Technician,BATCH_2622,91.68,73.86
af3dd723-61c7-4238-9af1-c5ea3d792401,Osha Ramachandran,2005-12-29,6588365604,Ratnagiri,Customer Care Executive,BATCH_5135,66.16,93.36
8ebd9cf0-3bd4-48d2-a521-dafb1d061481,Xiti Baria,1981-12-05,8930568802,Beed,Customer Care Executive,BATCH_2415,77.65,40.44
de4c9ee3-e118-4a85-af3d-3c21850d3920,Ojasvi Subramanian,2008-02-08,6760360225,Akola,Field Technician,BATCH_8581,79.02,92.48
99bd76fb-996c-40de-afb8-4a82c5dd9a51,Meera Bala,1983-01-04,8546129354,Gadchiroli,General Duty Assistant,BATCH_4993,72.84,47.96
322ef7df-6ac9-472e-b9eb-8b40146f9957,Azaan Dhar,2004-06-03,6296542559,Parbhani,Python Developer,BATCH_9369,69.42,72.8
deadad96-7193-41b5-b8e0-1f128d397dee,Abhimanyu Jayaraman,1989-02-05,6298407302,Satara,General Duty Assistant,BATCH_6301,96.79,40.38
f275f492-fdeb-45b0-a3dd-5aab6caf95e2,Xavier Solanki,2003-04-09,6362298393,Parbhani,Plumber,BATCH_3584,71.91,69.88
66807e5d-72f9-47d3-b8b0-5e309ba7ce2e,Yashica More,2000-05-02,8696776072,Mumbai City,Logistics Associate,BATCH_4130,54.28,79.6
102a8c68-0122-4174-8c6d-e08d1e8b0a8a,Charvi Dara,1981-12-30,6878295151,Yavatmal,Electrician,BATCH_9537,58.48,60.94
a0497100-803c-402b-a031-06185707e481,Watika Mangat,2002-05-19,8432941445,Akola,Field Technician,BATCH_9897,73.67,42.01
976a36b1-6607-4cb5-bac6-74edf949c798,Wyatt,1984-02-03,8331652222,Thane,Data Entry Operator,BATCH_7520,75.33,74.57
5f17c655-f79b-4db7-8f6a-fa8c443a07b0,Libni Thaman,1993-04-08,6606553372,Parbhani,Field Technician,BATCH_3458,58.95,92.82
2953a06b-8123-4f66-a2ab-f1bb2260433b,Shivani Lad,2001-09-16,8571537429,Pune,General Duty Assistant,BATCH_5982,84.99,91.85
bda9baa2-5c0e-4795-8537-7e6b07e17835,Arya Seshadri,1987-06-27,6751124015,Amravati,Plumber,BATCH_4770,80.35,59.38
484baf6a-3aba-4e1e-94ab-60b2653ce789,Gabriel Bhatti,1989-04-27,+916532557724,Akola,Plumber,BATCH_7046,72.73,66.84
300acadf-23ff-4f8f-bcc4-2a69d68625c2,Chandani,1999-12-27,6519246503,Gadchiroli,Data Entry Operator,BATCH_7338,99.05,53.95
7f9eeb81-48c9-4b12-adfe-644f58b4b3d4,Zaid Borra,1993-01-24,7685823118,Thane,Customer Care Executive,BATCH_3426,71.49,42.3
e4053482-c0d3-49d0-9392-96d5d7c59eab,Chanchal Tripathi,1997-09-16,7876693898,Gadchiroli,Electrician,BATCH_8749,90.37,50.47
8bf329d7-0f8d-4140-b7c4-faff020ec768,Hardik Johal,1998-03-05,8508992977,Washim,Plumber,BATCH_8433,75.28,63.66
75d6536b-4aa1-4da4-af2d-2f32602ef7fa,Neha Pau,1981-12-04,7494801749,Solapur,Plumber,BATCH_2685,94.71,77.08
6619b426-bcff-4002-a672-debc7ad0abdb,M. Issac,1997-12-07,+917339643129,Washim,Data Entry Operator,BATCH_7568,53.45,65.58
1b91bc49-bf10-4efa-9b37-1b66f6240924,Jagat Dave,2007-12-18,6693634042,Wardha,Electrician,BATCH_6272,62.41,90.37
7c4dda41-fc20-4de3-92f1-98ee3a1fddb9,Timothy Bhatnagar,1998-06-14,9194264587,Osmanabad,Customer Care Executive,BATCH_2063,77.5,55.97
c38332ce-f204-4c0a-8dc7-063f93c28b84,Ethan Buch,1989-09-05,8698967370,Parbhani,Python Developer,BATCH_4261,80.12,62.08
9a7b3c74-b62b-4e0f-8e24-f3ed53f0be93,Qabil Sura,1986-08-07,8946764061,Gondia,Data Entry Operator,BATCH_6977,86.62,44.96
5e83f748-b408-4d3e-a711-e514271d3d4d,Noah Sibal,2006-05-29,6595475899,Pune,Python Developer,BATCH_9165,96.63,56.05
34f31eab-275b-49b5-8ee7-209ecb430486,Indali Upadhyay,1991-11-07,9525904457,Nashik,Retail Sales Associate,BATCH_4978,55.1,82.49
03535da6-9474-4197-a0b0-40910378de41,Zashil Ben,1998-08-12,9391086098,Thane,Retail Sales Associate,BATCH_5593,94.97,70.99
7d66d2c5-8014-493f-ba18-ebd5ae141c8b,Indira Kanda,1998-06-26,7407209235,Latur,Data Entry Operator,BATCH_6438,63.66,83.96
b6de92ac-fb0f-4841-bed7-30572c6daf5f,Bina Basak,1988-09-17,7777267364,Buldhana,Data Entry Operator,BATCH_7266,89.1,59.75
e4b56dd2-1c81-48a8-8698-4632fa8b0865,Neel Iyengar,2003-02-04,8707583925,Sindhudurg,Logistics Associate,BATCH_1697,61.49,89.57
6cb46a9a-32a8-43bf-b966-d74d5c0a7ad1,Falan Singh,2002-07-17,9755621841,Jalna,General Duty Assistant,BATCH_4833,76.7,57.02
6c7fbe35-a32d-4f97-8a04-367bd1d4bf49,Devansh Soni,1993-03-18,9358480413,Dhule,Customer Care Executive,BATCH_1797,52.53,67.22
01ad3811-7526-45cb-91d4-a1e11bf74fa0,Kai Chad,1989-04-30,9149086586,Jalgaon,Python Developer,BATCH_1265,63.04,91.41
d20d6caa-431c-45a2-83b8-bf3906393fad,Hiral Sathe,1999-01-10,9469403820,Akola,Customer Care Executive,BATCH_7363,63.52,41.43
4a108fb5-19ab-4eb1-b0b7-5ed8087f584a,Ekta Chad,2005-05-23,7139019611,Nagpur,General Duty Assistant,BATCH_4052,96.83,92.92
7e58e69c-b530-4d5c-b46d-e9c39e3908c7,Tara Dhar,1988-01-28,8637500247,Kolhapur,Logistics Associate,BATCH_2743,93.53,56.41
12d168df-a064-47fc-b365-4d25f86b79ac,Luke Rattan,1982-08-10,9207959268,Satara,Data Entry Operator,BATCH_3587,70.35,91.43
7b8834e2-b90e-49d0-a5db-16df63ebbd62,Rushil Saini,1986-10-31,6914763202,Solapur,Field Technician,BATCH_6574,63.89,51.84
569ef981-fad1-44e0-90e9-570cda0d2143,Yash Wali,1992-03-13,9847401602,Satara,General Duty Assistant,BATCH_8349,80.77,89.82
c3b4e85b-4aef-4f7c-b4e8-0ac6ae1dc61c,Xiti Pandya,1982-09-05,8759949050,Jalgaon,Electrician,BATCH_3188,73.91,65.02
55187391-5893-4914-b146-286da051ce18,Pallavi,1994-09-26,+917383968123,Pune,Retail Sales Associate,BATCH_3546,63.62,73.27
099b4dc5-6cb7-4bb7-ac6a-e8256616c233,Mitali Murthy,1998-11-06,9624737111,Solapur,Retail Sales Associate,BATCH_1505,89.79,52.13
7a80b2e5-41fe-4bbe-aaa1-4616fd114bbd,Devika Rastogi,2008-07-10,8554200826,Yavatmal,General Duty Assistant,BATCH_3536,59.49,51.97
bcffcee2-5fa2-4754-b3b9-1d9de489f25a,Urmi Chaudhry,1999-09-25,8709511014,Sangli,Electrician,BATCH_9064,77.11,49.66
1198afbe-0d60-4abe-bb84-439885405649,Gauri Som,1995-03-15,7413097844,Beed,Electrician,BATCH_8600,68.41,93.45
70fc0ebe-5953-444f-bd74-9563f8e08ed6,Charles Date,2001-06-05,9635539154,Beed,General Duty Assistant,BATCH_1379,54.5,61.63
b651c35c-63bd-417c-8d8e-2e5982ab9a41,Rajata Rattan,1995-05-01,6700003920,Chandrapur,Plumber,BATCH_1356,69.8,84.9
d5221196-47c0-4d52-8563-0c8abbf46509,Anika Mohan,1987-09-13,9225279834,Satara,Data Entry Operator,BATCH_1609,65.22,67.09
f781cc7b-e946-4e02-8f01-3dc842cfcdbc,Daksh Pandey,1994-11-12,6362781292,Thane,Field Technician,BATCH_8191,61.72,51.95
659df324-a049-4528-b4fb-29064cd13ecf,George Sampath,2003-11-18,8922286180,Washim,General Duty Assistant,BATCH_4919,63.73,44.26
69c1c172-2c7f-4996-8142-a3b565419f06,Nathan Mukhopadhyay,1996-01-31,7286293158,Sangli,Retail Sales Associate,BATCH_3902,97.56,74.54
53a44a98-3d98-4cdf-9682-b7f55319e153,Advika Jayaraman,1999-05-31,6872830248,Beed,Logistics Associate,BATCH_6067,83.34,57.94
62d94d8e-76fa-412b-a1e2-098b6c13ff8b,Hemal Jani,1999-11-29,8910943524,Gondia,Logistics Associate,BATCH_7991,91.53,70.13
cfa8cb24-5a50-44d6-b784-fb98ef980f16,Y. Shankar,2006-09-23,7633019327,Latur,Logistics Associate,BATCH_9474,89.15,79.64
c5e5402e-8540-4c56-8e51-af5855ea610c,Devansh Bhasin,2006-10-29,9141642429,Nagpur,Customer Care Executive,BATCH_4892,52.46,66.14
00e0e632-4518-4513-bf6a-3e0b5862a8a2,Rayaan Bahl,1993-01-03,9229640083,Buldhana,Customer Care Executive,BATCH_4401,72.6,65.48
b76e3bde-ce87-4565-90e5-e3dccb4fb4b0,Urvashi Kulkarni,1981-09-07,7578651079,Parbhani,Field Technician,BATCH_8586,88.62,72.37
fe0ac3a4-294b-4658-9560-bb5b035ebd55,Ekavir Varkey,1987-04-29,8590941149,Osmanabad,Retail Sales Associate,BATCH_1152,72.91,94.91
8759211f-e4af-49ce-9bfd-21c1c94f1538,Janaki Rajagopal,2007-03-31,7695832844,Solapur,General Duty Assistant,BATCH_5732,57.01,57.3
451afc00-86c8-46ef-80bb-b4534a53df6c,Indali Upadhyay,1991-11-07,9525904456,Nashik,Retail Sales Associate,BATCH_4978,55.1,82.49
c59e0293-6135-47c2-9c31-a386c410971c,Krish Lalla,1983-11-22,6906341966,Sindhudurg,Field Technician,BATCH_4585,58.79,92.69
91b3bd36-9a21-40c1-9877-f7e9489824e2,Aditya Shanker,1998-01-19,7561588882,Osmanabad,General Duty Assistant,BATCH_8238,72.11,51.75
4aba309e-c99e-46d8-a2f3-ad501f93426e,Garima Mahajan,1984-02-23,6224628497,Sangli,Customer Care Executive,BATCH_6110,67.15,83.13
1d98cd1c-2d39-4914-8261-2af765eb0e2f,Nisha Kothari,1988-02-17,9398775766,Wardha,Plumber,BATCH_2341,73.52,81.2
90f26a2d-f25d-412e-a9fa-d963c5e252fb,Kalpit Bhasin,1997-01-29,9664226794,Hingoli,Customer Care Executive,BATCH_3837,72.98,69.32
b1f41411-abd3-474d-b430-89cbff898b98,Diya Rattan,1988-02-27,8694021782,Mumbai City,Retail Sales Associate,BATCH_9797,87.54,82.27
fc582b8d-20b6-473f-acc2-1f5788c3703c,Osha Raghavan,2000-08-16,8337937327,Nagpur,Electrician,BATCH_6016,83.2,60.3
c2cf6c0a-8e46-4ebb-8cbb-5ed9a3c8b6eb,Sudiksha Om,1985-01-24,6800400428,Jalgaon,Logistics Associate,BATCH_1611,95.66,49.63
662ef309-a7d8-4eda-b427-1d21bc678719,Dayamai Sastry,1981-08-05,9494435754,Washim,Plumber,BATCH_2353,86.35,44.34
f702abdd-ee68-4c42-aa07-584c0d354259,Jeremiah Nadig,1998-08-24,9333893106,Bhandara,Electrician,BATCH_9105,63.43,85.56
b0c700d0-101d-44af-a6cc-dbc4a65aac7c,Raksha Varughese,1993-04-20,6721890096,Buldhana,Data Entry Operator,BATCH_6138,52.86,72.13
9c4645af-52d6-45dd-b203-a7ddd0e60c63,Hemani Murthy,1992-11-17,9859466878,Sangli,Field Technician,BATCH_3885,86.69,93.1
e213e201-16c5-45fd-9848-2128170520aa,Balveer Parmar,1986-07-17,9335602191,Aurangabad,Field Technician,BATCH_8956,51.45,58.49
6ed0b6ae-a9fd-4fce-8f87-58caeb473894,Gabriel Bhatti,1989-04-27,6532557724,Akola,Plumber,BATCH_7046,72.73,66.84
5726681a-7ac2-4c3f-8e27-0820c37cb47c,Anthony Randhawa,1987-10-14,6213424523,Sindhudurg,Plumber,BATCH_9775,94.01,88.28
d12dd86c-d127-4edf-9293-bd7aad32b5c1,Nilima Nigam,1999-09-02,6178151583,Nashik,Logistics Associate,BATCH_4555,73.97,87.82
49bf3ef8-04d2-4a03-99a8-ae92c2eb2be5,M. Singhal,1980-11-17,+918412940071,Amravati,Electrician,BATCH_6339,68.8,84.91
68036716-2297-4388-bb7b-7a7999c83e44,Rachana Char,2001-07-04,9890099255,Palghar,Python Developer,BATCH_9498,60.37,57.88
4c5a974d-ed49-4cb5-afb4-d29f13b1ad4c,Liam Singh,1993-03-21,8577531502,Parbhani,Plumber,BATCH_2674,56.63,50.31
1ce0a54f-548e-48cf-aa31-226799be616d,I. Panchal,2000-01-09,+919502074351,Hingoli,General Duty Assistant,BATCH_7184,68.78,77.55
bd4d00fb-3534-4c17-834c-2d1285b31530,Ekani Cheema,2004-09-04,7524410834,Palghar,Data Entry Operator,BATCH_4349,65.07,51.62
33f8cbab-8e1b-4478-b374-ec4346db600a,Brinda Date,1998-07-09,6154308262,Nanded,Electrician,BATCH_3063,89.35,51.29
d9b0929e-83f0-40b0-bc78-84deb8c3973b,Nandini Swamy,1982-09-25,8156263020,Satara,Field Technician,BATCH_9619,55.68,43.5
49e6cf33-0e2e-4d96-94ba-0db4576bdb43,Neel Sathe,1996-02-09,7348315126,Hingoli,Python Developer,BATCH_4505,53.21,62.42
4edcfdbb-b4d0-4755-ace4-606fb9346935,Wishi Manne,1994-11-28,9585238820,Thane,Data Entry Operator,BATCH_7041,91.58,44.22
76aabfb6-4f49-4079-b511-998c0cf77120,Mitesh Sengupta,2007-03-24,9765086407,Palghar,Customer Care Executive,BATCH_1157,74.23,50.73
28afd776-2795-4e89-abb9-3b66dcbd5e43,Mohammed Brahmbhatt,1988-12-10,6920702588,Mumbai City,Field Technician,BATCH_3252,92.13,52.73
4b09b603-a720-4b23-a711-0e13d7441b61,Eiravati Pai,2007-12-21,6487726245,Osmanabad,Python Developer,BATCH_7337,93.04,71.26
d558403c-a516-4ae3-9991-d8cadd87b9cd,Leena Talwar,1991-11-07,9751028618,Jalgaon,Logistics Associate,BATCH_7232,72.53,64.35
64e5938c-e64d-42d9-9159-f9675db31490,Osha Raghavan,1999-08-16,8337937327,Nagpur,Electrician,BATCH_6016,83.2,60.3
9847811b-de39-42d2-9b57-91fbf8455eed,Ekaraj Majumdar,2002-04-18,9211134294,Nanded,Retail Sales Associate,BATCH_9266,82.31,42.15
84289c3b-f1bf-4329-9566-3b8f8527b437,Jhalak Venkataraman,1988-02-16,7895094534,Ahmednagar,Logistics Associate,BATCH_3858,77.6,58.2
c7feec3b-cd70-4f12-b638-c66be28728ab,Charvi Ravi,1996-01-01,8556881239,Yavatmal,Customer Care Executive,BATCH_6764,85.14,54.9
a6fe359d-f831-4c55-b34f-bfe4118ba1c3,Bhavini Bose,1998-09-17,8720058859,Osmanabad,Electrician,BATCH_5944,93.81,94.21
d03bd2dd-6f15-4c5f-a13a-614b17f89a2f,Jalsa Bir,2007-05-10,7422589929,Osmanabad,Electrician,BATCH_8848,65.71,93.05
e6d56604-9f60-44a2-aaf2-4b8c49b90c73,Girindra Chatterjee,1999-02-10,8756783995,Washim,Data Entry Operator,BATCH_5905,96.59,45.7
7e292f67-6bf1-4b8a-af70-4c46dccaea8f,Ekansh Pai,1987-05-30,6880839406,Chandrapur,Electrician,BATCH_8183,89.88,85.72
3bea10d8-a914-4453-bd65-fbb33c109f64,Chandani Soman,2003-07-02,7864131026,Aurangabad,Retail Sales Associate,BATCH_1719,96.06,89.35
076a5bc2-28f7-44b4-9244-bd72c5066c88,Jason Sha,1983-03-24,7283825267,Nanded,Data Entry Operator,BATCH_1464,54.06,92.17
22792312-72d0-4fb7-b77d-2b99e1fb6b27,Atharv Loke,1981-06-21,8703462253,Aurangabad,Python Developer,BATCH_2789,80.78,72.28
9ed95f50-205f-4c13-836b-3ac3230e9aa7,Advaith Varughese,2007-03-16,8669998399,Akola,Plumber,BATCH_3695,62.85,85.36
f13e41d0-6ffe-4548-9e5d-daf1151a39a6,Jairaj Shan,1984-05-23,9412737284,Thane,Electrician,BATCH_5720,85.35,78.66
e12e24b5-ebb1-4170-9aa9-f0eb4d82c134,Rachita Pathak,1998-06-16,9408842146,Buldhana,Python Developer,BATCH_2210,72.09,59.01
b7881237-2ac4-4d58-ac10-3d26857a1af6,Nicholas Prabhakar,1990-08-10,9253407200,Nandurbar,Python Developer,BATCH_5040,87.25,69.64
b1b8c4f4-833f-4141-8fdf-72e638640201,Shravya Palla,2006-09-17,6569319938,Jalgaon,Retail Sales Associate,BATCH_6580,80.26,73.76
31c5041a-3dd1-4b80-b192-f8c2d79ca748,Parth Shetty,2008-02-14,7867979226,Bhandara,Field Technician,BATCH_2211,72.45,72.89
3e653d9e-74f7-4cdc-9d2c-35c5a28fb31e,Gunbir Keer,2005-07-03,7757074545,Ratnagiri,Retail Sales Associate,BATCH_6067,69.91,79.43
13c77719-0c50-4576-8ab4-89fe8d2857ba,Alka Wable,2005-02-01,7536383774,Amravati,General Duty Assistant,BATCH_4502,93.23,89.63
c922c884-327c-46bb-a7d1-e77f57fcc00f,Nakul Sarraf,1992-04-18,7902990996,Nagpur,Plumber,BATCH_1894,89.19,83.66
4702f2ee-c654-4482-be2f-a22b069b29e3,Chandani Samra,1999-12-27,6519246503,Gadchiroli,Data Entry Operator,BATCH_7338,99.05,53.95
cab1f8c3-10ff-4f39-8c28-a089888d9a29,Sudiksha Bobal,1999-11-27,6993108266,Ratnagiri,Retail Sales Associate,BATCH_8075,54.83,80.63
d6d94fe5-23c6-42be-b946-bf2f63049128,Yadavi Ganguly,1997-03-25,7612926731,Raigad,Electrician,BATCH_7276,54.47,84.33
8835e487-0592-4820-8578-38c160915388,Damyanti Khatri,1982-04-13,6366992705,Nashik,Electrician,BATCH_9786,72.43,63.2
59927e78-51db-431e-a395-1c5c3658e9aa,Wyatt Ray,1994-05-04,9965960427,Jalna,Customer Care Executive,BATCH_2886,73.42,44.14
2ff55e03-05a7-416a-95e9-fafda21273d3,Ikshita Panchal,2001-01-09,9502074351,Hingoli,General Duty Assistant,BATCH_7184,68.78,77.55
5f3e6091-e84c-4729-836d-d4a4e09f5a2d,Ekiya D’Alia,2007-10-29,8177390472,Nagpur,Data Entry Operator,BATCH_8147,50.94,90.66
6714ee22-dc63-4da3-944b-280f03124990,Tripti Walia,1990-03-30,7240354421,Nashik,Field Technician,BATCH_7098,84.31,91.57
6b7367c7-028a-44eb-a8c8-338a8d1bf70f,Ansh Luthra,1996-10-17,8269016920,Parbhani,Plumber,BATCH_6314,88.84,71.22
e92c0a6c-8ab2-4d13-998b-826fb2ed30ab,Odika,1986-11-29,+918284547422,Chandrapur,Customer Care Executive,BATCH_2443,71.84,45.82
7da20c0b-56fd-46c0-bf1a-2fb6905d9e85,Reva Dash,1993-10-13,6918841563,Aurangabad,Electrician,BATCH_8030,92.26,93.6
8f862ef4-eb7b-4d32-9314-8961db04ca71,Michael Kala,1982-06-16,9197970787,Gadchiroli,Customer Care Executive,BATCH_7690,66.67,76.86
62efbb5f-c079-4ffc-9c51-180717060c74,Ira Bava,1982-01-27,7499291766,Satara,Plumber,BATCH_2934,88.57,41.61
a4302385-ff29-4769-b466-a99f45dda5ac,Daksha Mangat,1986-07-18,8347538338,Pune,Electrician,BATCH_6169,55.98,69.47
52217eb7-ac7d-4544-96b0-c5d49184df8f,Abhimanyu Tank,2001-07-29,6380840558,Parbhani,Electrician,BATCH_2017,83.39,65.6
b9b90a8e-eb27-438c-a554-de751521797d,Ishwar Mallick,1996-09-25,6471904990,Gondia,Plumber,BATCH_8849,60.7,85.54
73208423-2ccf-4746-8d4f-094b7888a226,Chandresh Zachariah,2004-01-26,8954829815,Thane,Customer Care Executive,BATCH_4441,84.1,76.68
